ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_trainings_30d,num_trainings_60d,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,has_second_training
ID_3Z3P9W,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-24,"['Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Deworming And Record Keeping In Animal Health', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation']",2.0,4.0,7,6,0.0,1,0,1
ID_U4XL9Q,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-15,"['Poultry Health Management.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Aflatoxin In Dairy Farming', 'Dairy Hygiene', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals']",4.0,6.0,11,10,0.0,1,0,1
ID_6HI1SV,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kikuyu,trainer_name_7,2024-07-01,"['Poultry Health Management.', 'How To Feed Kienyeji Chicken For Meat']",2.0,2.0,2,1,0.0,1,0,1
ID_IT9B9Q,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-28,"['Herd Health Management.,Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_K8ESF8,Male,Below 35,Manual,0,Siaya,Gem,South Gem,trainer_name_8,2024-07-25,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_VL6REC,Female,Below 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-07-11,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'Poultry Health Management.']",4.0,4.0,4,3,0.0,1,0,1
ID_1GP494,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-16,"['Herd Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Poultry Management Practises..', 'Poultry Health Management..', 'The Benefits Of Ndume App', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Poultry Management. Practices', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)']",2.0,6.0,15,14,0.0,1,0,1
ID_RW2RBL,Female,Above 35,Ussd,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-07-03,"['The Benefits Of Ndume App', 'Disadvantages Of Natural Mating.', 'Sheep And Goat Management Practices', 'Poultry Management Practises.', 'Sheep & Goat Rearing', 'Weed Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans']",4.0,4.0,7,6,0.0,1,0,1
ID_CDGF1X,Male,Above 35,Ussd,0,Kiambu,Githunguri,Ikinu,trainer_name_7,2024-07-24,"['Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'How To Rear A Calf With Unga Products', 'How To Feed Kienyeji Chicken For Meat', 'Aflatoxin Mitigation Through Good Agricultural Practices', 'Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Calf Rearing For October', 'Cow Management For October', 'Selling To Choice Meats', 'Silage Making With Mama Silage Bags', 'Livestock Management Practices']",6.0,6.0,11,10,0.0,1,0,1
ID_6VO3L1,Female,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-07-31,['Calf Feeding'],1.0,1.0,1,0,,1,0,0
ID_JSTE9V,Female,Below 35,Manual,0,Machakos,Matungulu,Tala,trainer_name_3,2024-07-08,"['Disadvantages Of Natural Mating.', 'Sheep And Goat Management Practices', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Animal Management Practices', 'Asili Fertilizer (Organic)', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans']",2.0,2.0,8,7,0.0,1,0,1
ID_4LMZVM,Female,Above 35,Ussd,1,Siaya,Ugunja,Ugunja,trainer_name_8,2024-07-08,"['Biosecurity In Poultry Farming,Calf Feeding,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_5XXHOA,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-30,"['The Benefits Of Ndume App', 'Poultry Management Practises.']",2.0,2.0,2,1,0.0,1,0,1
ID_25LDI2,Female,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-07-31,['Feeding A Lactating Cow'],1.0,1.0,1,0,,1,0,0
ID_VHUVO2,Female,Above 35,Ussd,0,Siaya,Gem,South Gem,trainer_name_8,2024-07-19,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_WP0LPO,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kikuyu,trainer_name_7,2024-07-01,"['Poultry Health Management.', 'How To Rear A Calf With Unga Products']",2.0,2.0,2,1,0.0,1,0,1
ID_0IQ5V9,Female,Below 35,Ussd,1,Siaya,Ugunja,Ugunja,trainer_name_8,2024-07-08,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_LJCMUU,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-25,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management..']",2.0,3.0,3,2,0.0,1,0,1
ID_NM9T0T,Male,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_PQWO0U,Female,Below 35,Ussd,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-07-26,"['How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products', 'How To Feed Kienyeji Chicken For Meat', 'How To Rear A Calf With Unga Products']",3.0,3.0,3,2,0.0,1,0,1
ID_NSR4FR,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kikuyu,trainer_name_7,2024-07-04,"['How To Feed Kienyeji Chicken For Meat', 'Poultry Health Management.', 'Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving']",3.0,3.0,3,2,0.0,1,0,1
ID_CE22NF,Female,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_S4VPT1,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-07-09,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_OSZAYW,Male,Above 35,Manual,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-07-15,['The Benefits Of Ndume App'],1.0,1.0,1,0,,1,0,0
ID_N9BJAL,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-31,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_ZIUFTS,Female,Above 35,Ussd,1,Siaya,Ugunja,Ugunja,trainer_name_8,2024-07-08,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_AWIW28,Female,Below 35,Ussd,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-07-24,"['Disadvantages Of Natural Mating.', 'Sheep And Goat Management Practices', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'Pest And Disease Management In Crops', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Clean Energy With Sistema Biogas', 'Livestock Management With Biodeal Products']",4.0,4.0,9,8,0.0,1,0,1
ID_99V061,Male,Below 35,Ussd,1,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-07-09,['Biosecurity In Poultry Farming'],1.0,1.0,1,0,,1,0,0
ID_NHFHMM,Female,Below 35,Ussd,0,Machakos,Matungulu,Matungulu North,trainer_name_3,2024-07-31,"['Goat Management Practices', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'Goat Management Practices', 'Pest And Disease Management In Maize And Beans', 'Sheep & Goat Rearing', 'Poultry & Dairy Feeding With Tyari Feeds', 'Livestock Management Practices', 'Clean Energy With Sistema Biogas']",4.0,4.0,9,8,1.0,1,0,1
ID_ZTADPU,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-15,"['Poultry Health Management.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_M0BKXF,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-09,['Poultry Health Management.'],1.0,1.0,1,0,,1,0,0
ID_F7G660,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-23,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Poultry Health Management. Practices', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Harvesting And Post Harvesting']",3.0,5.0,21,20,0.0,1,0,1
ID_DTG45A,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-07-24,"['The Benefits Of Ndume App', 'Sheep And Goat Management Practices']",2.0,2.0,2,1,1.0,1,0,1
ID_MRA95Z,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-23,"['Deworming And Record Keeping In Animal Health,Herd Health Management.,Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App,Why You Should Vaccinate Your Animals', 'Deworming And Record Keeping In Animal Health,Herd Health Management.,Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App,Why You Should Vaccinate Your Animals']",2.0,2.0,2,1,0.0,1,0,1
ID_3H21WB,Male,Above 35,Manual,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-07-15,['The Benefits Of Ndume App'],1.0,1.0,1,0,,1,0,0
ID_Z15122,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-07-24,"['The Benefits Of Ndume App', 'Sheep And Goat Management Practices']",2.0,2.0,2,1,1.0,1,0,1
ID_IYGQ3C,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-12,"['The Benefits Of Ndume App', 'Poultry Health Management.', 'Herd Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_BZL78U,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-31,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_M1VZKX,Male,Above 35,Ussd,1,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-07-18,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_4SC7YW,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-30,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_M3DYUN,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-16,"['The Benefits Of Ndume App', 'Poultry Health Management.']",2.0,2.0,2,1,0.0,1,0,1
ID_XP2F9M,Female,Below 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-07-24,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_STS25C,Male,Above 35,Ussd,1,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-07-14,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_NHRT25,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-07-03,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'How To Rear Healthy Chicken With Biodeal.', 'Herd Health Practices With Biodeal Products.', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal']",4.0,8.0,13,12,0.0,1,0,1
ID_SQTMYZ,Female,Below 35,Ussd,0,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-07-10,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_5DS3ZM,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-16,"['Poultry Management Practises.', 'Poultry Health Management.']",2.0,2.0,2,1,0.0,1,0,1
ID_P6G3SL,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-24,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals']",4.0,6.0,12,11,0.0,1,0,1
ID_FHB2RX,Male,Above 35,Ussd,0,Bungoma,Bumula,Bumula,trainer_name_2,2024-07-18,"['Herd Health Management.,Herd. Health. Management,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_ODR1KI,Male,Below 35,Ussd,1,Siaya,Gem,Central Gem,trainer_name_8,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_9P1NLC,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-10,['The Benefits Of Ndume App'],1.0,1.0,1,0,,1,0,0
ID_1S07RW,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-09,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_XKOSIW,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-07-04,"['Calf Feeding,Dairy Nutrition With Tyari,How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products,Poultry Feeding With Tyari,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'How To Feed Kienyeji Chicken For Meat', 'How To Rear A Calf With Unga Products', 'Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'Calf Feeding', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari']",5.0,5.0,7,6,0.0,1,1,1
ID_U5K8AZ,Female,Below 35,Ussd,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-07-25,"['Sheep And Goat Management Practices', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Disadvantages Of Natural Mating.']",4.0,4.0,4,3,0.0,1,0,1
ID_30PHEJ,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-07-24,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'How To Feed Kienyeji Chicken For Meat', 'Calf Feeding']",5.0,5.0,5,4,0.0,1,0,1
ID_N7455H,Male,Below 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-07-26,"['Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.']",3.0,3.0,3,2,0.0,1,0,1
ID_08YZHC,Male,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-31,"['Herd Health Management.,Poultry Health Management.,Poultry Health Management..,Poultry Management Practises.,Poultry Management Practises..,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_5H9F72,Female,Above 35,Ussd,0,Machakos,Matungulu,Tala,trainer_name_3,2024-07-02,"['Ndume App', 'Sheep And Goat Management Practices', 'Disadvantages Of Natural Mating', 'Sheep And Goat Management Practices', 'The Benefits Of Ndume App', 'Poultry Management Practises.']",6.0,6.0,6,5,0.0,1,0,1
ID_RBIR1E,Female,Above 35,Ussd,0,Machakos,Matungulu,Matungulu East,trainer_name_3,2024-07-23,"['Sheep And Goat Management Practices', 'The Benefits Of Ndume App', 'Poultry Management Practises.']",3.0,3.0,3,2,0.0,1,0,1
ID_BIJQ46,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-16,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_ABZKE0,Male,Above 35,Manual,0,Kiambu,Kikuyu,Kikuyu,trainer_name_7,2024-07-01,"['Poultry Health Management.', 'How To Feed Kienyeji Chicken For Meat', 'How To Rear A Calf With Unga Products']",3.0,3.0,3,2,0.0,1,0,1
ID_JSAN9E,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-29,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_D9OO0F,Female,Above 35,Manual,0,Nandi,Mosop,Kabiyet,trainer_name_5,2024-07-15,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Calf Feeding', 'How To Rear A Calf With Unga Products']",5.0,5.0,5,4,0.0,1,0,1
ID_2QYGMD,Male,Above 35,Manual,0,Nandi,Mosop,Ndalat,trainer_name_5,2024-07-12,"['Asili Fertilizer (Organic),Calf Feeding,Dairy Nutrition With Tyari,How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products,Importance Of Choosing The Right Seed Variety,Poultry And Dairy Feeding With Tyari Feeds,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'Calf Feeding', 'Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'How To Rear A Calf With Unga Products', 'How To Feed Kienyeji Chicken For Meat', 'Dairy Nutrition With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds']",5.0,5.0,9,8,0.0,1,1,1
ID_NOMN02,Female,Above 35,Manual,0,Kiambu,Githunguri,Ngewa,trainer_name_7,2024-07-24,"['How To Feed Kienyeji Chicken For Meat', 'Production Of Quality Milk', 'Aflatoxin Mitigation In Dairy Herds', 'Selling To Choice Meats', 'Silage Making With Mama Silage Bags', 'Livestock Management Practices']",3.0,3.0,6,5,14.0,1,0,1
ID_DET0SO,Female,Below 35,Ussd,1,Siaya,Gem,Central Gem,trainer_name_8,2024-07-31,"['Biosecurity In Poultry Farming,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_3EH5FR,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-24,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",4.0,4.0,4,3,0.0,1,0,1
ID_HS1QK6,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-30,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_E1QMEZ,Female,Above 35,Manual,0,Machakos,Matungulu,Tala,trainer_name_3,2024-07-25,"['Sheep And Goat Management Practices', 'Poultry Management Practises.']",2.0,2.0,2,1,0.0,1,0,1
ID_QD98AE,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-07-10,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Crops', 'Weed Management In Crop', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv']",3.0,5.0,18,17,0.0,1,0,1
ID_IQKYRA,Male,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-07-07,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_FEVQ75,Female,Below 35,Ussd,1,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-07-27,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
