ID,Target_AUC,Target_LogLoss
ID_RF7ARS,0,0
ID_2P6MK4,0,0
ID_K4YFTX,0,0
ID_C4BOLA,0,0
ID_6MTRML,0,0
ID_9JKC5Z,0,0
ID_VFVLIT,0,0
ID_BV1OSY,0,0
ID_YZVAH6,0,0
ID_6Y938J,0,0
ID_UDKM28,0,0
ID_WHTNOA,0,0
ID_NO8VXV,0,0
ID_2VJ1V2,0,0
ID_2SJ4L9,0,0
ID_LD2IW5,0,0
ID_G5O5U1,0,0
ID_FDAR0W,0,0
ID_Y4N9WL,0,0
ID_H3EYIX,0,0
ID_4Q7HV8,0,0
ID_5MIEK9,0,0
ID_7SSV7R,0,0
ID_RIKIEG,0,0
ID_U0RG3Q,0,0
ID_Z9PNA3,0,0
ID_VMZKXJ,0,0
ID_ZA449Y,0,0
ID_JMDIEH,0,0
ID_1YUQN6,0,0
ID_WIKOOI,0,0
ID_TL94KY,0,0
ID_T8RK0M,0,0
ID_9QTR08,0,0
ID_PZVZ9L,0,0
ID_OW1G1D,0,0
ID_TYAUHN,0,0
ID_M3HJO8,0,0
ID_GN9GED,0,0
ID_2SFUFT,0,0
ID_IIXVD9,0,0
ID_7O9K84,0,0
ID_NU8C9H,0,0
ID_6UKXVY,0,0
ID_EDVVN6,0,0
ID_QDW6R8,0,0
ID_N002O9,0,0
ID_TFV1ME,0,0
ID_7Q3ZQE,0,0
ID_K0IMI4,0,0
ID_Y1MN3G,0,0
ID_X5QO3H,0,0
ID_58YY4D,0,0
ID_SY120F,0,0
ID_RFYOWE,0,0
ID_7L8KYA,0,0
ID_822PRV,0,0
ID_8GDU3K,0,0
ID_JPHAJO,0,0
ID_COB5J5,0,0
ID_7452XG,0,0
ID_LO69JV,0,0
ID_F3L40T,0,0
ID_SR16DA,0,0
ID_51ZZ5L,0,0
ID_EH6VDH,0,0
ID_W6NX8K,0,0
ID_J4CROS,0,0
ID_VMZ258,0,0
ID_KR76HU,0,0
ID_2XQQIE,0,0
ID_GJUHBN,0,0
ID_PESHLH,0,0
ID_ZF8SEK,0,0
ID_EJUZUC,0,0
ID_689Y6E,0,0
ID_20ENLJ,0,0
ID_WYWP2F,0,0
ID_B0PD1F,0,0
ID_0Y5W2G,0,0
ID_61PD9E,0,0
ID_U6AQTV,0,0
ID_3KAOX6,0,0
ID_AY0SIH,0,0
ID_MP2H2M,0,0
ID_9AOD5L,0,0
ID_N2EWQD,0,0
ID_AT120F,0,0
ID_P5UU7P,0,0
ID_ITQAL7,0,0
ID_7IA435,0,0
ID_SULPKJ,0,0
ID_HUGU4X,0,0
ID_QD6DLU,0,0
ID_BFPIQ3,0,0
ID_EAZBXD,0,0
ID_QIR5F4,0,0
ID_4782MO,0,0
ID_ABNDJ3,0,0
ID_NI3I6J,0,0
ID_0W0H9P,0,0
ID_WTVQ3E,0,0
ID_86E4L7,0,0
ID_Z9QWQV,0,0
ID_E893KN,0,0
ID_MTV93M,0,0
ID_O7PVK4,0,0
ID_PVWFVJ,0,0
ID_MISKXI,0,0
ID_S7LSXT,0,0
ID_C6SCW6,0,0
ID_U4971Z,0,0
ID_2FV48Z,0,0
ID_KMBPO6,0,0
ID_EI7JEA,0,0
ID_5ELBYM,0,0
ID_PZ92BO,0,0
ID_U375A6,0,0
ID_CA8ADU,0,0
ID_QUR0ZA,0,0
ID_0HC3NI,0,0
ID_4VRASK,0,0
ID_QVZZRS,0,0
ID_G32Z07,0,0
ID_9N8RWA,0,0
ID_4LG5BD,0,0
ID_4XZQ7F,0,0
ID_J3B6X4,0,0
ID_QL66LV,0,0
ID_HNV5TU,0,0
ID_NXMNNQ,0,0
ID_CWVVLT,0,0
ID_CN858U,0,0
ID_KFN2I4,0,0
ID_CQZAV7,0,0
ID_XV4W6H,0,0
ID_TU77WG,0,0
ID_0XGH0T,0,0
ID_GZF4YZ,0,0
ID_Z8WDOO,0,0
ID_503PAZ,0,0
ID_6IJQM7,0,0
ID_ZO5YTM,0,0
ID_58UOJ9,0,0
ID_ROWXCX,0,0
ID_97P8XE,0,0
ID_8MHM1T,0,0
ID_0H05XN,0,0
ID_INGEJ0,0,0
ID_2W31DI,0,0
ID_BTDUI5,0,0
ID_ZZTNQJ,0,0
ID_T6MYML,0,0
ID_M5D7QK,0,0
ID_BDLH59,0,0
ID_0YMOKV,0,0
ID_61XQIU,0,0
ID_AE4ICB,0,0
ID_MN50M0,0,0
ID_M9P56Y,0,0
ID_26LXM4,0,0
ID_GFUGC9,0,0
ID_ENM5TP,0,0
ID_UNI6DN,0,0
ID_88JI5G,0,0
ID_CPXWZ0,0,0
ID_BMDO2O,0,0
ID_X75YV5,0,0
ID_M1E2E5,0,0
ID_N2M30D,0,0
ID_3WEZFT,0,0
ID_INY7MK,0,0
ID_2REFWQ,0,0
ID_8JE8LQ,0,0
ID_BYGWO1,0,0
ID_R0RHSR,0,0
ID_EJQFY0,0,0
ID_OGDFGK,0,0
ID_HMPYNL,0,0
ID_DXUQKR,0,0
ID_DAL44T,0,0
ID_WYEHVX,0,0
ID_418TJ5,0,0
ID_NKZPJM,0,0
ID_MUMBBQ,0,0
ID_GX22FY,0,0
ID_69B0TU,0,0
ID_KSFLWZ,0,0
ID_QVA3EW,0,0
ID_9VNBP9,0,0
ID_N3GN18,0,0
ID_HAO7SY,0,0
ID_0L5B2X,0,0
ID_4ODX2F,0,0
ID_PJZXUT,0,0
ID_ITOCLS,0,0
ID_NZ0UW6,0,0
ID_VDZ0J4,0,0
ID_G30RAU,0,0
ID_76L7PX,0,0
ID_ZDMMVL,0,0
ID_QV6LBN,0,0
ID_DM9FMN,0,0
ID_ZZTSAL,0,0
ID_83949A,0,0
ID_2MKBYH,0,0
ID_ZAWLNK,0,0
ID_AYV26T,0,0
ID_UZZON2,0,0
ID_KTBL63,0,0
ID_0GK2AM,0,0
ID_YX4DV6,0,0
ID_LWL6TY,0,0
ID_6G4884,0,0
ID_24QMKW,0,0
ID_CQ1ASS,0,0
ID_HAHNPM,0,0
ID_41OVVS,0,0
ID_QQ09O4,0,0
ID_1S3R4L,0,0
ID_2NW9SK,0,0
ID_FJVSRI,0,0
ID_OBUMNF,0,0
ID_OAW2YC,0,0
ID_R66T8G,0,0
ID_EW3GM0,0,0
ID_PS7L3X,0,0
ID_1WPIVA,0,0
ID_K1QMSI,0,0
ID_U5JLQE,0,0
ID_W4NMTI,0,0
ID_QHYI9V,0,0
ID_S7VERL,0,0
ID_I6KBGS,0,0
ID_AN3D4C,0,0
ID_4R5TE4,0,0
ID_ZA6OXL,0,0
ID_38EAIB,0,0
ID_AMCWIM,0,0
ID_C475SE,0,0
ID_BZ8E18,0,0
ID_WNELXT,0,0
ID_7R11B3,0,0
ID_IGN4SK,0,0
ID_6FOZAS,0,0
ID_JYMX98,0,0
ID_9RQQBU,0,0
ID_OGPW3T,0,0
ID_9W6DKS,0,0
ID_5PQ33N,0,0
ID_F3PTJ7,0,0
ID_C4S2QO,0,0
ID_C8EYBD,0,0
ID_G994H9,0,0
ID_TJ7340,0,0
ID_J3CJRV,0,0
ID_BASNOH,0,0
ID_2Z7R6D,0,0
ID_Y1B62M,0,0
ID_TO02H9,0,0
ID_5C3KXF,0,0
ID_6WREXD,0,0
ID_GBNWER,0,0
ID_4UH232,0,0
ID_LKRO8C,0,0
ID_QRKNVZ,0,0
ID_2KXELP,0,0
ID_FX2H2N,0,0
ID_VCZZDG,0,0
ID_WPNGUI,0,0
ID_T11MP3,0,0
ID_F8S8CG,0,0
ID_0NWVDB,0,0
ID_V35HX4,0,0
ID_VQZK3Q,0,0
ID_7HA09Z,0,0
ID_5KK3MP,0,0
ID_U3G1YD,0,0
ID_WLIXGT,0,0
ID_DAYW9B,0,0
ID_IA3VSG,0,0
ID_FI3U9J,0,0
ID_KXENVI,0,0
ID_0WAZH1,0,0
ID_127BZS,0,0
ID_ZTSS0B,0,0
ID_ZETATS,0,0
ID_6V54TW,0,0
ID_MFR6NL,0,0
ID_NE92O6,0,0
ID_AOAY10,0,0
ID_D4KMRF,0,0
ID_MS5SR5,0,0
ID_A9332B,0,0
ID_FYB32G,0,0
ID_EHC5GQ,0,0
ID_WG49OQ,0,0
ID_GBV4J9,0,0
ID_8LWSYO,0,0
ID_BV04R8,0,0
ID_BIGQQX,0,0
ID_XUX6FA,0,0
ID_OUPAE9,0,0
ID_A0H5W2,0,0
ID_BMHV49,0,0
ID_MINF1C,0,0
ID_UOA62A,0,0
ID_CHVRQL,0,0
ID_ETCQYE,0,0
ID_PAPK6H,0,0
ID_2WHUY5,0,0
ID_XR28ZW,0,0
ID_BHAINK,0,0
ID_5ZPLAR,0,0
ID_FWN1N3,0,0
ID_UKQV6A,0,0
ID_XZ26GH,0,0
ID_WGJ2OT,0,0
ID_HX39EQ,0,0
ID_80MI41,0,0
ID_50ZFI9,0,0
ID_NY4YAP,0,0
ID_7SH8HF,0,0
ID_NGSCLZ,0,0
ID_AARWN2,0,0
ID_O2C4K4,0,0
ID_EX7YS4,0,0
ID_AV6OQO,0,0
ID_49WC49,0,0
ID_YGVSWG,0,0
ID_UUUSTV,0,0
ID_6LALDE,0,0
ID_8SBIRQ,0,0
ID_CG3C57,0,0
ID_INQ163,0,0
ID_HDPVBK,0,0
ID_ZM1I1Z,0,0
ID_FV7UZW,0,0
ID_Q3VL2H,0,0
ID_T2S173,0,0
ID_Z3PC7H,0,0
ID_T84LFC,0,0
ID_4JT9DU,0,0
ID_M2GJJO,0,0
ID_QFS8JE,0,0
ID_RZXJG5,0,0
ID_K1SM07,0,0
ID_VQ7Q1W,0,0
ID_K8GLZ7,0,0
ID_DKN3QL,0,0
ID_KM5D53,0,0
ID_WNTVRD,0,0
ID_7N936W,0,0
ID_2PJRH3,0,0
ID_OLL2KF,0,0
